1673	GO:0006413
1673	GO:0005737
1673	GO:0003743
1673	GO:0003723
1673	GO:0044237
1673	GO:0006412
1673	GO:0044424
1673	GO:0008135
1673	GO:0003676
1673	GO:0008152
1673	GO:0009987
1673	GO:0034645
1673	GO:0043043
1673	GO:0044267
1673	GO:0010467
1673	GO:0044464
1673	GO:0005622
1673	GO:0097159
1673	GO:1901363
1673	GO:0008150
1673	GO:0009059
1673	GO:0044249
1673	GO:0044260
1673	GO:0006518
1673	GO:0043604
1673	GO:1901566
1673	GO:0019538
1673	GO:0043170
1673	GO:0005575
1673	GO:0005623
1673	GO:0005488
1673	GO:1901576
1673	GO:0009058
1673	GO:0043603
1673	GO:1901564
1673	GO:0044271
1673	GO:0044238
1673	GO:0071704
1673	GO:0003674
1673	GO:0034641
1673	GO:0006807
1692	GO:0006412
1692	GO:0005840
1692	GO:0005622
1692	GO:0003735
1692	GO:0003723
1692	GO:0034645
1692	GO:0043043
1692	GO:0044267
1692	GO:0010467
1692	GO:0043232
1692	GO:0044444
1692	GO:1990904
1692	GO:0044464
1692	GO:0005198
1692	GO:0003676
1692	GO:0009059
1692	GO:0044249
1692	GO:0044260
1692	GO:0006518
1692	GO:0043604
1692	GO:1901566
1692	GO:0019538
1692	GO:0043170
1692	GO:0043228
1692	GO:0043229
1692	GO:0044424
1692	GO:0005737
1692	GO:0032991
1692	GO:0005575
1692	GO:0005623
1692	GO:0003674
1692	GO:0097159
1692	GO:1901363
1692	GO:1901576
1692	GO:0009058
1692	GO:0044237
1692	GO:0043603
1692	GO:1901564
1692	GO:0044271
1692	GO:0044238
1692	GO:0071704
1692	GO:0043226
1692	GO:0005488
1692	GO:0008152
1692	GO:0009987
1692	GO:0034641
1692	GO:0006807
1692	GO:0008150
1702	GO:0006350
1702	GO:0003887
1702	GO:0003677
1702	GO:0019984
1702	GO:0016452
1702	GO:0016451
1702	GO:0016450
1702	GO:0016449
1702	GO:0016448
1702	GO:0016000
1702	GO:0015999
1702	GO:0003895
1702	GO:0003894
1702	GO:0003893
1702	GO:0003891
1702	GO:0003890
1702	GO:0003889
1702	GO:0034645
1702	GO:0097659
1702	GO:0010467
1702	GO:0034061
1702	GO:0003676
1702	GO:0009059
1702	GO:0044249
1702	GO:0044260
1702	GO:0032774
1702	GO:0043170
1702	GO:0016779
1702	GO:0140097
1702	GO:0097159
1702	GO:1901363
1702	GO:1901576
1702	GO:0009058
1702	GO:0044237
1702	GO:0016070
1702	GO:0034654
1702	GO:0071704
1702	GO:0016772
1702	GO:0003824
1702	GO:0005488
1702	GO:0008152
1702	GO:0009987
1702	GO:0090304
1702	GO:0006139
1702	GO:0018130
1702	GO:0019438
1702	GO:0044271
1702	GO:1901362
1702	GO:0016740
1702	GO:0003674
1702	GO:0008150
1702	GO:0006725
1702	GO:0034641
1702	GO:0044238
1702	GO:0046483
1702	GO:1901360
1702	GO:0006807
1751	GO:0006725
1751	GO:0004497
1751	GO:0015036
1751	GO:0006118
1751	GO:0016491
1751	GO:0008152
1751	GO:0018662
1751	GO:0044237
1751	GO:0016667
1751	GO:0003824
1751	GO:0008150
1751	GO:0016709
1751	GO:0009987
1751	GO:0003674
1751	GO:0016705
1847	GO:0003910
1847	GO:0003909
1847	GO:0016886
1847	GO:0140097
1847	GO:0016874
1847	GO:0003824
1847	GO:0003674
1857	GO:0007001
1857	GO:0006334
1857	GO:0005634
1857	GO:0003677
1857	GO:0000786
1857	GO:0006996
1857	GO:0034728
1857	GO:0065004
1857	GO:0031497
1857	GO:0043231
1857	GO:0003676
1857	GO:0032993
1857	GO:0044427
1857	GO:0044815
1857	GO:0000785
1857	GO:0016043
1857	GO:0006325
1857	GO:0071824
1857	GO:0034622
1857	GO:0006333
1857	GO:0022607
1857	GO:0006323
1857	GO:0043227
1857	GO:0043229
1857	GO:0097159
1857	GO:1901363
1857	GO:0032991
1857	GO:0044446
1857	GO:0005694
1857	GO:0009987
1857	GO:0071840
1857	GO:0051276
1857	GO:0043933
1857	GO:0065003
1857	GO:0044085
1857	GO:0071103
1857	GO:0043226
1857	GO:0044424
1857	GO:0005488
1857	GO:0005575
1857	GO:0044422
1857	GO:0043232
1857	GO:0008150
1857	GO:0044464
1857	GO:0005622
1857	GO:0003674
1857	GO:0043228
1857	GO:0005623
1879	GO:0007242
1879	GO:0007165
1879	GO:0009987
1879	GO:0050794
1879	GO:0007154
1879	GO:0023052
1879	GO:0051716
1879	GO:0008150
1879	GO:0050789
1879	GO:0050896
1879	GO:0065007
1885	GO:0005976
1885	GO:0004339
1885	GO:0005975
1885	GO:0003824
1885	GO:0000272
1885	GO:0043170
1885	GO:0015926
1885	GO:0044238
1885	GO:0071704
1885	GO:0003674
1885	GO:0009057
1885	GO:0016052
1885	GO:0004553
1885	GO:0008152
1885	GO:1901575
1885	GO:0016798
1885	GO:0008150
1885	GO:0009056
1885	GO:0016787
1925	GO:0008152
1925	GO:0003824
1925	GO:0051341
1925	GO:0016491
1925	GO:0008150
1925	GO:0003674
1925	GO:0019222
1925	GO:0050790
1925	GO:0050789
1925	GO:0065009
1925	GO:0065007
1941	GO:0005634
1941	GO:0003677
1941	GO:0043231
1941	GO:0003676
1941	GO:0043227
1941	GO:0043229
1941	GO:0097159
1941	GO:1901363
1941	GO:0043226
1941	GO:0044424
1941	GO:0005488
1941	GO:0005575
1941	GO:0044464
1941	GO:0005622
1941	GO:0003674
1941	GO:0005623
1959	GO:0008152
1959	GO:0003824
1959	GO:0008150
1959	GO:0003674
1977	GO:0008233
1977	GO:0006508
1977	GO:0043275
1977	GO:0016787
1977	GO:0140096
1977	GO:0019538
1977	GO:0003824
1977	GO:0043170
1977	GO:0044238
1977	GO:1901564
1977	GO:0003674
1977	GO:0071704
1977	GO:0008152
1977	GO:0006807
1977	GO:0008150
1983	GO:0003723
1983	GO:0003676
1983	GO:0097159
1983	GO:1901363
1983	GO:0005488
1983	GO:0003674
1992	GO:0003824
1992	GO:0003674
1993	GO:0006561
1993	GO:0004350
1993	GO:0006560
1993	GO:0009084
1993	GO:0018130
1993	GO:1901362
1993	GO:0016620
1993	GO:0009064
1993	GO:0046483
1993	GO:1901360
1993	GO:1901607
1993	GO:0044249
1993	GO:1901576
1993	GO:0016903
1993	GO:1901605
1993	GO:0044237
1993	GO:0071704
1993	GO:0008652
