 proteinId	goAcc
4040	GO:0003902
4040	GO:0003901
4040	GO:0003900
4064	GO:0006520
4064	GO:0009097
4064	GO:0004794
4064	GO:0008152
4064	GO:0003824
4069	GO:0008152
4069	GO:0003824
4069	GO:0051340
4069	GO:0016874
4104	GO:0006527
4104	GO:0004053
4104	GO:0003824
4104	GO:0008783
4109	GO:0016847
4109	GO:0009058
4109	GO:0003824
4109	GO:0016769
4109	GO:0046571
4109	GO:0018719
4109	GO:0008483
4114	GO:0016491
4114	GO:0006118
4117	GO:0008152
4117	GO:0003824
4117	GO:0048037
4117	GO:0004043
4117	GO:0005949
4124	GO:0005634
4124	GO:0003677
4146	GO:0006725
4146	GO:0004497
4146	GO:0006118
4146	GO:0016491
4146	GO:0008152
4146	GO:0018658
4152	GO:0003824
4152	GO:0006177
4152	GO:0006164
4152	GO:0005524
4152	GO:0003922
4171	GO:0016021
4179	GO:0003824
4196	GO:0046961
4196	GO:0046933
4196	GO:0016469
4196	GO:0016021
4196	GO:0015986
4196	GO:0016020
4196	GO:0003936
4213	GO:0004521
4213	GO:0003723
4231	GO:0006355
4231	GO:0005634
4231	GO:0003700
4244	GO:0008026
4244	GO:0005524
4244	GO:0003676
4244	GO:0004386
4244	GO:0019177
4244	GO:0019176
4244	GO:0016818
4244	GO:0016462
4244	GO:0008828
4244	GO:0008796
4244	GO:0008758
4244	GO:0008722
4244	GO:0004787
4244	GO:0000810
4265	GO:0004523
4265	GO:0003676
4265	GO:0004524
4284	GO:0006412
4284	GO:0005840
4284	GO:0005622
4284	GO:0003735
4308	GO:0006508
4308	GO:0004179
4308	GO:0008270
4308	GO:0008237
4421	GO:0016742
4421	GO:0009058
4421	GO:0004479
4430	GO:0004308
4442	GO:0008757
4475	GO:0048270
4475	GO:0048269
4475	GO:0004478
4479	GO:0006397
4479	GO:0005732
4479	GO:0005634
4479	GO:0030529
4480	GO:0006508
4480	GO:0004197
4480	GO:0006071
4480	GO:0004371
4484	GO:0008080
4514	GO:0016021
4517	GO:0006118
4517	GO:0004497
4517	GO:0018601
4517	GO:0018600
4517	GO:0018599
4517	GO:0018598
4517	GO:0018597
4517	GO:0018596
4517	GO:0018595
4517	GO:0018594
4517	GO:0018593
4517	GO:0018592
4517	GO:0018591
4517	GO:0018590
4517	GO:0018589
4517	GO:0018588
4517	GO:0018587
4517	GO:0018586
4517	GO:0018585
4517	GO:0016705
4537	GO:0006419
4537	GO:0005524
4537	GO:0004813
4537	GO:0003676
4622	GO:0006231
4622	GO:0004799
4622	GO:0050757
4626	GO:0003824
4654	GO:0004399
4654	GO:0000105
4654	GO:0004635
4654	GO:0004636
4663	GO:0046961
4663	GO:0046933
4663	GO:0016469
4663	GO:0015986
4663	GO:0005524
4668	GO:0016020
4668	GO:0006461
4682	GO:0016491
4682	GO:0008152
4682	GO:0008667
4694	GO:0016567
4694	GO:0008270
4694	GO:0004842
4694	GO:0000151
4705	GO:0006950
4707	GO:0006512
4707	GO:0006464
4707	GO:0005622
4707	GO:0004842
4707	GO:0018169
4707	GO:0016881
4707	GO:0008766
4721	GO:0007264
4721	GO:0005525
4721	GO:0005509
4721	GO:0015031
4726	GO:0006118
4726	GO:0004497
4737	GO:0016407
4737	GO:0008152
4737	GO:0004060
4744	GO:0005975
4744	GO:0004801
4748	GO:0008270
4748	GO:0005634
4748	GO:0003676
4751	GO:0007242
4751	GO:0005085
4767	GO:0009102
4767	GO:0004076
4767	GO:0005506
4767	GO:0003824
4774	GO:0016021
4774	GO:0006810
4774	GO:0005215
4774	GO:0008733
4843	GO:0016810
4843	GO:0006807
4860	GO:0008168
4860	GO:0008152
4860	GO:0006779
4876	GO:0008199
4876	GO:0006725
4876	GO:0003824
4876	GO:0018576
4876	GO:0009712
4876	GO:0005506
4878	GO:0015008
4878	GO:0008121
4878	GO:0006122
4885	GO:0008270
4885	GO:0006350
4885	GO:0005634
4885	GO:0003677
4921	GO:0008170
4921	GO:0006306
4921	GO:0003677
4921	GO:0008270
4921	GO:0005634
4921	GO:0003676
4941	GO:0008152
4941	GO:0003824
4945	GO:0007165
4945	GO:0006468
4945	GO:0005524
4945	GO:0004672
4945	GO:0004713
4945	GO:0004674
4947	GO:0006888
4947	GO:0005622
4947	GO:0005478
4947	GO:0006810
4950	GO:0016020
4950	GO:0006810
4950	GO:0005215
4950	GO:0006979
4950	GO:0004601
4981	GO:0008152
4981	GO:0003824
4981	GO:0009082
4981	GO:0004160
4982	GO:0008462
4982	GO:0006508
4989	GO:0008080
4989	GO:0005506
4989	GO:0003824
4990	GO:0016491
4990	GO:0008152
4996	GO:0006508
4996	GO:0004182
4999	GO:0006118
4999	GO:0004497
5007	GO:0016787
5013	GO:0003677
5041	GO:0006367
5041	GO:0005673
5041	GO:0003702
5063	GO:0003676
5064	GO:0006350
5064	GO:0003899
5066	GO:0016021
5066	GO:0009003
5066	GO:0006465
5066	GO:0005792
5066	GO:0005787
5091	GO:0005554
5091	GO:0016810
5091	GO:0006807
5107	GO:0008152
5107	GO:0003824
5107	GO:0009693
5107	GO:0008660
5112	GO:0016491
5112	GO:0008152
5112	GO:0051341
5119	GO:0005507
5119	GO:0051341
5119	GO:0016491
5127	GO:0006468
5127	GO:0005524
5127	GO:0004672
5127	GO:0004674
5135	GO:0006118
5135	GO:0016020
5135	GO:0003885
5135	GO:0016899
5135	GO:0009058
5135	GO:0050024
5148	GO:0007049
5164	GO:0006350
5164	GO:0005634
5164	GO:0003899
5164	GO:0003677
5164	GO:0003902
5164	GO:0003901
5164	GO:0003900
5196	GO:0000074
5202	GO:0004402
5206	GO:0016491
5206	GO:0006118
5206	GO:0015036
5206	GO:0003954
5209	GO:0007264
5209	GO:0005525
5209	GO:0006886
5209	GO:0006355
5209	GO:0003677
5209	GO:0000160
5209	GO:0015031
5209	GO:0003925
5209	GO:0003924
5227	GO:0006418
5227	GO:0005524
5227	GO:0004812
5227	GO:0006428
5227	GO:0004822
5233	GO:0008483
5233	GO:0006520
5233	GO:0009058
5233	GO:0003824
5233	GO:0016769
5233	GO:0004069
5247	GO:0006281
5247	GO:0003908
5249	GO:0016301
5249	GO:0042557
5249	GO:0042556
5249	GO:0035004
5249	GO:0019914
5249	GO:0019912
5249	GO:0019199
5249	GO:0018720
5249	GO:0016909
5249	GO:0016908
5249	GO:0016773
5249	GO:0016538
5249	GO:0016307
5249	GO:0008819
5249	GO:0008607
5249	GO:0008545
5249	GO:0008443
5249	GO:0008384
5249	GO:0008349
5249	GO:0008339
5249	GO:0008338
5249	GO:0004718
5249	GO:0004716
5249	GO:0004715
5249	GO:0004714
5249	GO:0004712
5249	GO:0004711
5249	GO:0004710
5249	GO:0004709
5249	GO:0004708
5249	GO:0004707
5249	GO:0004706
5249	GO:0004705
5249	GO:0004704
5249	GO:0004703
5249	GO:0004702
5249	GO:0004701
5249	GO:0004700
5249	GO:0004698
5249	GO:0004697
5249	GO:0004696
5249	GO:0004695
5249	GO:0004694
5249	GO:0004693
5249	GO:0004692
5249	GO:0004690
5249	GO:0004689
5249	GO:0004688
5249	GO:0004686
5249	GO:0004683
5249	GO:0004681
5249	GO:0004680
5249	GO:0004679
5249	GO:0004677
5249	GO:0004676
5249	GO:0004675
5250	GO:0005554
5270	GO:0003988
5278	GO:0007264
5278	GO:0005525
5278	GO:0015031
5296	GO:0009073
5296	GO:0003855
5308	GO:0003824
5324	GO:0006412
5324	GO:0005840
5324	GO:0005622
5324	GO:0003735
5324	GO:0015934
5330	GO:0004364
5337	GO:0003840
5345	GO:0016491
5345	GO:0006118
5350	GO:0007264
5350	GO:0005525
5366	GO:0008757
5368	GO:0016491
5368	GO:0008152
5368	GO:0000140
5369	GO:0006508
5369	GO:0004182
5371	GO:0019538
5371	GO:0016706
5377	GO:0016021
5377	GO:0006506
5377	GO:0005789
5387	GO:0008137
5387	GO:0006120
5400	GO:0043087
5403	GO:0008152
5403	GO:0003824
5403	GO:0018842
5403	GO:0016863
5403	GO:0008416
5403	GO:0000247
5407	GO:0005622
5407	GO:0003676
5431	GO:0005543
5431	GO:0019177
5431	GO:0019176
5431	GO:0016818
5431	GO:0016462
5431	GO:0008828
5431	GO:0008796
5431	GO:0008758
5431	GO:0008722
5431	GO:0004787
5431	GO:0000810
5460	GO:0004146
5466	GO:0006810
5466	GO:0005215
5502	GO:0006810
5502	GO:0005215
5502	GO:0016491
5502	GO:0050236
5506	GO:0008026
5506	GO:0005524
5506	GO:0004386
5506	GO:0003676
5506	GO:0003723
5506	GO:0042626
5506	GO:0042625
5506	GO:0042624
5506	GO:0042623
5506	GO:0017116
5506	GO:0016887
5506	GO:0015616
5506	GO:0015462
5506	GO:0008186
5506	GO:0008094
5506	GO:0004004
5506	GO:0004003
5598	GO:0004221
5610	GO:0042626
5610	GO:0016021
5610	GO:0006810
5610	GO:0005524
5610	GO:0016887
5610	GO:0017111
5610	GO:0000166
5612	GO:0016021
5612	GO:0006810
5612	GO:0005215
5614	GO:0005554
5633	GO:0008757
5645	GO:0003840
5656	GO:0016020
5656	GO:0008643
5656	GO:0005351
5656	GO:0016021
5656	GO:0006810
5656	GO:0005215
5656	GO:0008733
5659	GO:0008026
5659	GO:0005524
5659	GO:0004386
5659	GO:0003676
5659	GO:0042626
5659	GO:0042625
5659	GO:0042624
5659	GO:0042623
5659	GO:0017116
5659	GO:0016887
5659	GO:0015616
5659	GO:0015462
5659	GO:0008186
5659	GO:0008094
5659	GO:0004004
5659	GO:0004003
5664	GO:0006355
5664	GO:0003700
5664	GO:0003677
5675	GO:0008270
5675	GO:0005634
5675	GO:0003676
5737	GO:0006470
5737	GO:0004721
5776	GO:0006096
5776	GO:0006094
5776	GO:0004347
5787	GO:0016020
5787	GO:0006865
5787	GO:0005279
5787	GO:0016021
5787	GO:0015359
5787	GO:0006810
5789	GO:0006118
5789	GO:0004497
5812	GO:0006468
5812	GO:0005524
5812	GO:0004672
5812	GO:0016491
5812	GO:0050236
5818	GO:0030288
5818	GO:0015035
5836	GO:0005975
5836	GO:0004553
5836	GO:0004567
5847	GO:0008270
5847	GO:0005634
5847	GO:0003676
5850	GO:0016779
5850	GO:0009058
5850	GO:0004475
5863	GO:0008152
5863	GO:0003824
5863	GO:0004165
5868	GO:0003676
5888	GO:0004040
5889	GO:0008152
5889	GO:0001760
5890	GO:0016020
5890	GO:0008643
5890	GO:0005351
5890	GO:0016021
5890	GO:0006810
5890	GO:0005215
5890	GO:0008733
5894	GO:0016491
5894	GO:0008152
5894	GO:0006118
5898	GO:0006512
5898	GO:0004842
5899	GO:0008094
5899	GO:0006270
5899	GO:0005524
5899	GO:0003677
5899	GO:0005634
5899	GO:0042626
5899	GO:0042625
5899	GO:0042624
5899	GO:0042623
5899	GO:0017116
5899	GO:0016887
5899	GO:0015616
5899	GO:0015462
5899	GO:0008186
5899	GO:0008026
5899	GO:0004004
5899	GO:0004003
5912	GO:0016020
5912	GO:0006810
5912	GO:0005215
5916	GO:0006355
5916	GO:0003677
5916	GO:0004402
5927	GO:0008270
5927	GO:0006355
5927	GO:0005634
5927	GO:0003700
5927	GO:0006350
5927	GO:0003677
5970	GO:0016787
5970	GO:0008892
5979	GO:0016021
6005	GO:0005634
6005	GO:0003677
6011	GO:0046872
6011	GO:0018734
6011	GO:0018733
6011	GO:0018732
6011	GO:0018731
6011	GO:0016789
6011	GO:0016298
6011	GO:0004620
6015	GO:0006350
6015	GO:0005634
6015	GO:0003899
6015	GO:0003677
6015	GO:0003902
6015	GO:0003901
6015	GO:0003900
6037	GO:0005737
6037	GO:0005515
6037	GO:0046941
6037	GO:0019707
6037	GO:0019706
6037	GO:0019705
6037	GO:0019186
6037	GO:0019107
6037	GO:0019105
6037	GO:0018713
6037	GO:0018712
6037	GO:0018711
6037	GO:0018031
6037	GO:0018030
6037	GO:0016753
6037	GO:0016752
6037	GO:0016751
6037	GO:0016750
6037	GO:0016749
6037	GO:0016748
6037	GO:0016747
6037	GO:0016454
6037	GO:0016420
6037	GO:0016419
6037	GO:0016418
6037	GO:0016417
6037	GO:0016416
6037	GO:0016415
6037	GO:0016414
6037	GO:0016413
6037	GO:0016412
6037	GO:0016411
6037	GO:0016410
6037	GO:0016409
6037	GO:0016408
6037	GO:0016407
6037	GO:0016406
6037	GO:0008951
6037	GO:0008415
6037	GO:0008374
6037	GO:0008080
6037	GO:0004406
6037	GO:0004405
6037	GO:0004147
6057	GO:0004339
6085	GO:0008152
6085	GO:0003824
6085	GO:0004300
6096	GO:0008152
6096	GO:0003824
6096	GO:0018842
6096	GO:0016863
6096	GO:0008416
6096	GO:0000247
6103	GO:0016020
6103	GO:0006810
6103	GO:0005215
6103	GO:0016021
6107	GO:0016491
6107	GO:0016020
6107	GO:0006118
6107	GO:0000293
6108	GO:0008757
21120	GO:0006508
21120	GO:0004289
21120	GO:0008152
21120	GO:0008111
21150	GO:0003676
21166	GO:0008380
21168	GO:0006468
21168	GO:0005524
21168	GO:0004672
21168	GO:0004713
21168	GO:0004674
21168	GO:0042557
21168	GO:0042556
21168	GO:0035004
21168	GO:0019914
21168	GO:0019912
21168	GO:0019199
21168	GO:0018720
21168	GO:0016909
21168	GO:0016908
21168	GO:0016773
21168	GO:0016538
21168	GO:0016307
21168	GO:0008819
21168	GO:0008607
21168	GO:0008545
21168	GO:0008443
21168	GO:0008384
21168	GO:0008349
21168	GO:0008339
21168	GO:0008338
21168	GO:0004718
21168	GO:0004716
21168	GO:0004715
21168	GO:0004714
21168	GO:0004712
21168	GO:0004711
21168	GO:0004710
21168	GO:0004709
21168	GO:0004708
21168	GO:0004707
21168	GO:0004706
21168	GO:0004705
21168	GO:0004704
21168	GO:0004703
21168	GO:0004702
21168	GO:0004701
21168	GO:0004700
21168	GO:0004698
21168	GO:0004697
21168	GO:0004696
21168	GO:0004695
21168	GO:0004694
21168	GO:0004693
21168	GO:0004692
21168	GO:0004690
21168	GO:0004689
21168	GO:0004688
21168	GO:0004686
21168	GO:0004683
21168	GO:0004681
21168	GO:0004680
21168	GO:0004679
21168	GO:0004677
21168	GO:0004676
21168	GO:0004675
21170	GO:0006412
21170	GO:0005840
21170	GO:0005622
21170	GO:0003735
21174	GO:0005634
21174	GO:0003677
21181	GO:0000074
21193	GO:0016020
21193	GO:0006810
21193	GO:0005488
21211	GO:0006355
21211	GO:0005634
21211	GO:0003700
21214	GO:0007242
21215	GO:0006355
21215	GO:0003677
21215	GO:0018024
21246	GO:0006511
21250	GO:0006508
21250	GO:0004252
21250	GO:0004176
21250	GO:0017111
21250	GO:0000166
21250	GO:0008722
21250	GO:0005634
21250	GO:0005524
21250	GO:0019177
21250	GO:0019176
