 proteinId	goAcc
52144	GO:0015071
52144	GO:0008597
52144	GO:0008420
52144	GO:0005963
52144	GO:0004724
52144	GO:0004723
52144	GO:0000158
52208	GO:0030127
52208	GO:0006888
52208	GO:0006886
52208	GO:0005515
52248	GO:0006412
52248	GO:0005840
52248	GO:0005622
52248	GO:0003735
52267	GO:0008152
52267	GO:0003824
52315	GO:0016021
52315	GO:0006825
52315	GO:0005375
52334	GO:0005737
52334	GO:0005515
52337	GO:0006118
52337	GO:0005489
52337	GO:0004791
52349	GO:0006464
52349	GO:0006915
52349	GO:0005515
52368	GO:0008270
52368	GO:0006355
52368	GO:0005634
52368	GO:0003700
52368	GO:0006350
52368	GO:0003677
52375	GO:0016491
52375	GO:0008152
52432	GO:0006118
52432	GO:0004497
52432	GO:0004509
52451	GO:0016021
52451	GO:0015031
52451	GO:0004872
52456	GO:0051082
52456	GO:0031072
52456	GO:0006457
52463	GO:0008270
52463	GO:0008237
52463	GO:0006508
52489	GO:0016020
52489	GO:0015931
52489	GO:0015205
52499	GO:0008270
52499	GO:0005634
52499	GO:0003676
52520	GO:0000074
52521	GO:0005554
52539	GO:0005524
52539	GO:0003677
52539	GO:0008026
52539	GO:0004386
52539	GO:0003676
52539	GO:0042626
52539	GO:0042625
52539	GO:0042624
52539	GO:0042623
52539	GO:0017116
52539	GO:0016887
52539	GO:0015616
52539	GO:0015462
52539	GO:0008186
52539	GO:0008094
52539	GO:0004004
52539	GO:0004003
52553	GO:0006810
52553	GO:0005643
52665	GO:0006511
52665	GO:0004221
52665	GO:0004197
52670	GO:0016020
52670	GO:0006810
52670	GO:0005488
52670	GO:0005743
52718	GO:0016491
52718	GO:0008152
52718	GO:0051341
52763	GO:0006412
52763	GO:0005840
52763	GO:0005622
52763	GO:0003735
52829	GO:0016020
52841	GO:0008270
52841	GO:0006355
52841	GO:0005634
52841	GO:0003700
52841	GO:0006350
52841	GO:0003677
52875	GO:0008270
52875	GO:0006355
52875	GO:0005634
52875	GO:0003700
52924	GO:0006355
52924	GO:0005634
52924	GO:0003700
52924	GO:0003676
52924	GO:0003677
52924	GO:0006118
52924	GO:0005489
52924	GO:0018169
52924	GO:0016881
52924	GO:0008766
52956	GO:0008408
52956	GO:0005622
52956	GO:0003676
52960	GO:0008080
52976	GO:0003676
52979	GO:0016567
52979	GO:0008270
52979	GO:0004842
52979	GO:0000151
52979	GO:0005509
53004	GO:0006470
53004	GO:0005622
53004	GO:0004725
53004	GO:0000087
53004	GO:0004727
53025	GO:0008171
53025	GO:0008168
53029	GO:0046677
53046	GO:0016020
53046	GO:0008320
53046	GO:0006886
53067	GO:0008270
53067	GO:0006355
53067	GO:0005634
53067	GO:0003700
53067	GO:0006350
53067	GO:0003677
53079	GO:0006118
53079	GO:0005489
53079	GO:0016491
53079	GO:0004497
53079	GO:0010181
53079	GO:0003958
53080	GO:0008757
53091	GO:0006520
53091	GO:0008152
53091	GO:0003824
53091	GO:0004794
53103	GO:0006457
53103	GO:0042027
53103	GO:0030051
53103	GO:0004600
53103	GO:0003755
53105	GO:0008408
53105	GO:0006260
53105	GO:0005634
53105	GO:0003887
53105	GO:0003677
53105	GO:0000166
53105	GO:0019984
53105	GO:0016452
53105	GO:0016451
53105	GO:0016450
53105	GO:0016449
53105	GO:0016448
53105	GO:0016000
53105	GO:0015999
53105	GO:0003895
53105	GO:0003894
53105	GO:0003893
53105	GO:0003891
53105	GO:0003890
53105	GO:0003889
53106	GO:0008270
53106	GO:0006355
53106	GO:0005634
53106	GO:0003700
53123	GO:0008840
53125	GO:0016020
53125	GO:0006810
53125	GO:0005488
53125	GO:0005743
53168	GO:0006118
53168	GO:0004497
53168	GO:0018601
53168	GO:0018600
53168	GO:0018599
53168	GO:0018598
53168	GO:0018597
53168	GO:0018596
53168	GO:0018595
53168	GO:0018594
53168	GO:0018593
53168	GO:0018592
53168	GO:0018591
53168	GO:0018590
53168	GO:0018589
53168	GO:0018588
53168	GO:0018587
53168	GO:0018586
53168	GO:0018585
53168	GO:0016705
53169	GO:0006468
53169	GO:0005524
53169	GO:0004672
53169	GO:0004713
53169	GO:0004674
53172	GO:0016787
53172	GO:0016788
53172	GO:0006397
53172	GO:0042578
53172	GO:0004518
53187	GO:0016151
53187	GO:0006807
53220	GO:0003824
53220	GO:0016787
53220	GO:0006725
53238	GO:0016020
53238	GO:0004930
53239	GO:0046961
53239	GO:0046933
53239	GO:0016469
53239	GO:0015986
53239	GO:0005524
53254	GO:0016020
53254	GO:0008233
53254	GO:0006508
53254	GO:0006465
53254	GO:0008236
53254	GO:0009004
53286	GO:0006396
53286	GO:0003723
53286	GO:0000175
53286	GO:0016896
53286	GO:0004534
53302	GO:0016491
53302	GO:0006118
53302	GO:0009339
53302	GO:0008891
53302	GO:0003973
53314	GO:0016071
53314	GO:0003723
53316	GO:0006888
53316	GO:0005801
53318	GO:0006118
53318	GO:0004129
53318	GO:0009485
53318	GO:0009483
53318	GO:0009482
53318	GO:0009481
53331	GO:0016491
53331	GO:0004032
53342	GO:0007031
53342	GO:0005779
53343	GO:0006508
53343	GO:0004222
53343	GO:0030402
53343	GO:0008319
53343	GO:0008133
53343	GO:0004249
53349	GO:0006355
53349	GO:0003677
53349	GO:0000160
53349	GO:0000156
53349	GO:0005524
53349	GO:0016020
53349	GO:0007165
53349	GO:0000155
53349	GO:0016772
53349	GO:0016310
53349	GO:0016301
53349	GO:0006468
53349	GO:0018110
53349	GO:0016775
53349	GO:0004673
53366	GO:0005554
53372	GO:0016747
53373	GO:0008152
53378	GO:0004867
53381	GO:0005524
53381	GO:0003677
53381	GO:0008026
53381	GO:0004386
53381	GO:0003676
53381	GO:0042626
53381	GO:0042625
53381	GO:0042624
53381	GO:0042623
53381	GO:0017116
53381	GO:0016887
53381	GO:0015616
53381	GO:0015462
53381	GO:0008186
53381	GO:0008094
53381	GO:0004004
53381	GO:0004003
53402	GO:0006468
53402	GO:0005524
53402	GO:0004672
53402	GO:0004713
53402	GO:0004674
53428	GO:0008757
53428	GO:0008168
53430	GO:0006725
53430	GO:0004497
53430	GO:0016491
53430	GO:0008152
53430	GO:0006118
53430	GO:0018658
53434	GO:0016021
53434	GO:0006810
53434	GO:0005215
53475	GO:0016021
53475	GO:0006810
53475	GO:0005215
53481	GO:0019177
53481	GO:0019176
53481	GO:0016818
53481	GO:0016462
53481	GO:0008828
53481	GO:0008796
53481	GO:0008758
53481	GO:0008722
53481	GO:0004787
53481	GO:0000810
53484	GO:0006355
53484	GO:0003700
53484	GO:0003677
53500	GO:0006508
53500	GO:0004289
53501	GO:0016020
53503	GO:0016021
53503	GO:0006810
53503	GO:0005215
53525	GO:0006470
53525	GO:0004721
53526	GO:0006508
53526	GO:0004197
53526	GO:0008026
53526	GO:0005524
53526	GO:0003676
53526	GO:0016491
53526	GO:0008270
53526	GO:0003939
53542	GO:0008496
53554	GO:0006511
53554	GO:0005839
53554	GO:0004175
53554	GO:0004298
53554	GO:0004299
53558	GO:0042626
53558	GO:0016021
53558	GO:0006810
53558	GO:0005524
53558	GO:0016887
53558	GO:0017111
53558	GO:0000166
53562	GO:0007264
53562	GO:0005525
53562	GO:0006886
53562	GO:0015031
53567	GO:0016491
53567	GO:0006118
53567	GO:0050660
53567	GO:0015036
53567	GO:0005737
53567	GO:0006749
53567	GO:0004362
53576	GO:0004402
53585	GO:0006355
53585	GO:0003700
53585	GO:0006352
53585	GO:0005667
53585	GO:0003702
53585	GO:0003677
53601	GO:0016192
53601	GO:0016021
53611	GO:0016021
53611	GO:0006810
53611	GO:0005215
53647	GO:0006468
53647	GO:0005524
53647	GO:0004672
53647	GO:0004713
53647	GO:0004674
53659	GO:0003910
53669	GO:0004299
53669	GO:0004298
53673	GO:0016491
53673	GO:0008152
53673	GO:0006118
53673	GO:0047115
53685	GO:0016787
53685	GO:0009117
53685	GO:0004528
53728	GO:0016462
53728	GO:0008152
53728	GO:0000287
53728	GO:0005737
53728	GO:0004427
53731	GO:0005975
53731	GO:0004553
53776	GO:0006468
53776	GO:0005524
53776	GO:0004672
53776	GO:0004713
53776	GO:0004674
53785	GO:0050658
53785	GO:0005643
53785	GO:0005215
53796	GO:0030731
53811	GO:0016740
53811	GO:0008152
53811	GO:0030125
53811	GO:0006886
53815	GO:0008152
53815	GO:0003824
53815	GO:0008936
53818	GO:0005524
53818	GO:0016887
53818	GO:0017111
53818	GO:0000166
53848	GO:0008565
53848	GO:0006606
53848	GO:0005634
53848	GO:0005622
53862	GO:0007186
53862	GO:0005834
53862	GO:0004871
53863	GO:0006725
53863	GO:0004497
53863	GO:0016491
53863	GO:0008152
53863	GO:0006118
53863	GO:0004502
53868	GO:0016491
53868	GO:0006118
53872	GO:0008152
53872	GO:0003824
53872	GO:0004160
53877	GO:0008270
53877	GO:0006355
53877	GO:0005634
53877	GO:0003700
53877	GO:0006350
53877	GO:0003677
53900	GO:0016021
53900	GO:0006810
53900	GO:0005215
53902	GO:0007165
53902	GO:0004871
53902	GO:0000160
53902	GO:0000155
53902	GO:0006355
53902	GO:0003677
53902	GO:0000156
53902	GO:0005524
53902	GO:0016020
53902	GO:0016772
53902	GO:0016310
53902	GO:0016301
53902	GO:0006468
53903	GO:0016020
53903	GO:0008643
53903	GO:0005351
53903	GO:0016021
53903	GO:0006810
53903	GO:0005215
53903	GO:0008733
53939	GO:0006281
53939	GO:0019984
53939	GO:0016452
53939	GO:0016451
53939	GO:0016450
53939	GO:0016449
53939	GO:0016448
53939	GO:0016000
53939	GO:0015999
53939	GO:0003895
53939	GO:0003894
53939	GO:0003893
53939	GO:0003891
53939	GO:0003890
53939	GO:0003889
53939	GO:0003887
53949	GO:0008061
53949	GO:0016787
53949	GO:0008152
53949	GO:0016998
53949	GO:0008843
53949	GO:0004568
53956	GO:0008170
53956	GO:0006306
53956	GO:0003677
53956	GO:0008168
53956	GO:0006139
53956	GO:0005634
53961	GO:0006508
53961	GO:0004194
53961	GO:0004190
53964	GO:0045735
53972	GO:0008026
53972	GO:0005524
53972	GO:0003676
53972	GO:0004386
53972	GO:0019177
53972	GO:0019176
53972	GO:0016818
53972	GO:0016462
53972	GO:0008828
53972	GO:0008796
53972	GO:0008758
53972	GO:0008722
53972	GO:0004787
53972	GO:0000810
53986	GO:0016888
53989	GO:0004454
54005	GO:0016020
54005	GO:0008643
54005	GO:0005351
54005	GO:0016021
54005	GO:0006810
54005	GO:0005215
54005	GO:0008733
54007	GO:0006355
54007	GO:0003677
54036	GO:0016021
54036	GO:0006810
54036	GO:0005215
54064	GO:0008026
54064	GO:0005524
54064	GO:0004386
54064	GO:0003676
54064	GO:0019177
54064	GO:0019176
54064	GO:0016818
54064	GO:0016462
54064	GO:0008828
54064	GO:0008796
54064	GO:0008758
54064	GO:0008722
54064	GO:0004787
54064	GO:0000810
54071	GO:0016810
54071	GO:0006807
54071	GO:0009435
54071	GO:0005524
54071	GO:0003952
54086	GO:0016491
54086	GO:0008152
54086	GO:0004090
54128	GO:0008152
54128	GO:0003824
54128	GO:0016855
54129	GO:0006979
54129	GO:0004601
54144	GO:0016491
54144	GO:0016020
54144	GO:0006118
54144	GO:0000293
54160	GO:0016847
54160	GO:0009058
54160	GO:0016769
54166	GO:0006118
54166	GO:0004497
54166	GO:0050381
54179	GO:0006412
54179	GO:0005840
54179	GO:0005622
54179	GO:0003735
54179	GO:0004364
54181	GO:0006779
54195	GO:0000074
54208	GO:0003824
54219	GO:0016787
54219	GO:0008152
54219	GO:0003824
54223	GO:0016491
54223	GO:0008152
54223	GO:0048258
54223	GO:0018453
54223	GO:0018452
54223	GO:0018451
54223	GO:0016616
54223	GO:0016229
54223	GO:0008875
54223	GO:0004495
54223	GO:0004448
54223	GO:0000253
54223	GO:0000252
54227	GO:0016491
54227	GO:0008152
54227	GO:0048258
54227	GO:0018453
54227	GO:0018452
54227	GO:0018451
54227	GO:0016616
54227	GO:0016229
54227	GO:0008875
54227	GO:0004495
54227	GO:0004448
54227	GO:0000253
54227	GO:0000252
54239	GO:0005507
54239	GO:0008471
54256	GO:0003676
54260	GO:0020037
54330	GO:0006355
54330	GO:0006342
54330	GO:0005677
54330	GO:0003677
54330	GO:0003956
54335	GO:0004308
54349	GO:0006397
54349	GO:0005732
54349	GO:0005634
54349	GO:0030529
54365	GO:0016020
54365	GO:0006865
54365	GO:0005279
54372	GO:0005524
54372	GO:0016887
54372	GO:0016787
54393	GO:0016491
54395	GO:0004871
54395	GO:0007242
54419	GO:0006396
54419	GO:0004525
54419	GO:0003723
54419	GO:0005622
54419	GO:0003725
54427	GO:0006468
54427	GO:0005524
54427	GO:0004672
54437	GO:0008270
54437	GO:0006350
54437	GO:0005634
54437	GO:0003677
54441	GO:0006512
54441	GO:0006464
54441	GO:0005622
54441	GO:0004842
54448	GO:0008612
54448	GO:0050983
54448	GO:0004171
54450	GO:0006397
54450	GO:0006370
54450	GO:0004484
54454	GO:0004299
54454	GO:0004298
54461	GO:0016491
54461	GO:0008152
54461	GO:0016021
54461	GO:0006810
54461	GO:0005215
54471	GO:0004339
54502	GO:0008270
54502	GO:0006355
54502	GO:0005634
54502	GO:0003700
54508	GO:0006777
54511	GO:0005515
54514	GO:0006508
54514	GO:0004197
54521	GO:0005554
54521	GO:0005524
54525	GO:0016491
54525	GO:0008152
54525	GO:0006573
54525	GO:0004491
54541	GO:0051276
54541	GO:0005694
54541	GO:0005524
54541	GO:0016887
54541	GO:0005515
54550	GO:0016491
54550	GO:0008152
54550	GO:0004316
54554	GO:0009058
54554	GO:0003934
54564	GO:0006562
54564	GO:0006537
54564	GO:0004657
54564	GO:0019116
54564	GO:0016647
54564	GO:0004154
54567	GO:0008270
54567	GO:0006350
54567	GO:0005634
54567	GO:0003677
54567	GO:0004402
54583	GO:0008270
54583	GO:0008237
54583	GO:0006508
54598	GO:0006338
54598	GO:0000228
54632	GO:0016021
54632	GO:0006810
54632	GO:0005215
54667	GO:0008152
54667	GO:0003824
54667	GO:0016207
54670	GO:0006338
54670	GO:0000228
54683	GO:0016021
54683	GO:0007186
54683	GO:0001584
54683	GO:0008202
54694	GO:0016491
54694	GO:0048258
54694	GO:0018453
54694	GO:0018452
54694	GO:0018451
54694	GO:0016616
54694	GO:0016229
54694	GO:0008875
54694	GO:0004495
54694	GO:0004448
54694	GO:0000253
54694	GO:0000252
54703	GO:0005576
54703	GO:0005185
54703	GO:0008270
54703	GO:0005634
54703	GO:0003676
54709	GO:0005634
54709	GO:0005554
54710	GO:0005524
54710	GO:0006355
54710	GO:0003677
54710	GO:0017111
54710	GO:0000166
54723	GO:0016998
54736	GO:0008026
54736	GO:0005524
54736	GO:0003676
54736	GO:0004386
54781	GO:0006415
54781	GO:0003747
54789	GO:0016491
54789	GO:0008152
54789	GO:0008678
54809	GO:0016021
54809	GO:0015380
54809	GO:0006820
54846	GO:0042626
54846	GO:0016021
54846	GO:0006810
54846	GO:0005524
54846	GO:0016887
54846	GO:0017111
54846	GO:0000166
54865	GO:0016020
54865	GO:0006865
54865	GO:0005279
54865	GO:0006810
54868	GO:0016567
54868	GO:0008270
54868	GO:0004842
54868	GO:0000151
54870	GO:0008152
54870	GO:0003824
54870	GO:0050218
54886	GO:0004364
54954	GO:0042626
54954	GO:0016021
54954	GO:0006810
54954	GO:0005524
54954	GO:0016887
54954	GO:0017111
54954	GO:0000166
54956	GO:0008757
54956	GO:0008170
54956	GO:0006306
54956	GO:0003677
54962	GO:0016020
54972	GO:0016021
54972	GO:0006810
54972	GO:0005215
54991	GO:0016491
54991	GO:0008152
54991	GO:0045703
54991	GO:0042469
54991	GO:0018450
54991	GO:0018449
54991	GO:0018448
54991	GO:0018447
54991	GO:0018446
54991	GO:0016614
54991	GO:0008726
54991	GO:0008708
54997	GO:0006118
54999	GO:0016021
54999	GO:0006810
54999	GO:0005215
55005	GO:0046921
55005	GO:0046920
55005	GO:0046527
55005	GO:0042283
55005	GO:0042281
55005	GO:0019187
55005	GO:0019112
55005	GO:0018718
55005	GO:0018717
55005	GO:0018716
55005	GO:0018715
55005	GO:0016759
55005	GO:0016758
55005	GO:0016253
55005	GO:0008921
55005	GO:0008417
55005	GO:0008378
55005	GO:0008376
55005	GO:0008375
55005	GO:0004583
55005	GO:0004576
55005	GO:0004376
55005	GO:0003980
55005	GO:0000033
55005	GO:0000030
55005	GO:0000026
55005	GO:0000009
55049	GO:0006468
55049	GO:0005524
55049	GO:0004672
55049	GO:0004713
55049	GO:0004674
55055	GO:0006555
55055	GO:0004489
55060	GO:0007018
55060	GO:0005875
55060	GO:0005524
55060	GO:0003777
55060	GO:0008574
55062	GO:0016021
55077	GO:0016020
55077	GO:0008643
55077	GO:0005351
55077	GO:0016021
55077	GO:0006810
55077	GO:0005215
55077	GO:0008733
55088	GO:0016651
55088	GO:0006118
55099	GO:0016779
55099	GO:0006396
55099	GO:0003723
55105	GO:0008270
55105	GO:0006355
55105	GO:0005634
55105	GO:0003700
55105	GO:0006350
55105	GO:0003677
55114	GO:0016787
55114	GO:0004382
55123	GO:0016491
55123	GO:0006526
55123	GO:0003991
55123	GO:0004042
55125	GO:0006265
55125	GO:0006259
55125	GO:0005524
55125	GO:0003918
55125	GO:0003677
55125	GO:0005634
55161	GO:0006118
55161	GO:0004458
55179	GO:0016491
55179	GO:0008152
55179	GO:0006527
55179	GO:0004053
55179	GO:0008783
55179	GO:0006596
55179	GO:0003824
55185	GO:0006350
55185	GO:0003899
55185	GO:0003677
55185	GO:0003902
55185	GO:0003901
55185	GO:0003900
55190	GO:0009042
55191	GO:0046873
55191	GO:0030001
55191	GO:0016020
55201	GO:0007001
55201	GO:0006334
55201	GO:0005634
55201	GO:0003677
55201	GO:0000786
55204	GO:0046961
55204	GO:0046933
55204	GO:0016469
55204	GO:0015986
55204	GO:0003936
55213	GO:0006396
55213	GO:0004000
55213	GO:0003723
55240	GO:0016020
55240	GO:0006810
55240	GO:0005216
55245	GO:0006014
55245	GO:0004747
55252	GO:0005509
55263	GO:0006512
55263	GO:0006464
55263	GO:0004840
55274	GO:0008270
55274	GO:0006355
55274	GO:0005634
55274	GO:0003700
55276	GO:0003824
55306	GO:0008152
55306	GO:0003824
55306	GO:0005529
55306	GO:0048037
55318	GO:0005905
55318	GO:0005198
55318	GO:0030130
55318	GO:0006886
55318	GO:0006461
55319	GO:0046556
55319	GO:0046373
55321	GO:0016772
55335	GO:0005554
55335	GO:0005524
55341	GO:0006031
55341	GO:0004100
55349	GO:0004526
55353	GO:0015937
55353	GO:0005524
55353	GO:0004594
55358	GO:0016491
55358	GO:0006118
55358	GO:0015036
55358	GO:0004499
55362	GO:0005524
55381	GO:0005515
55401	GO:0008270
55401	GO:0005634
55401	GO:0003676
55406	GO:0007242
55407	GO:0016020
55407	GO:0006810
55407	GO:0005215
55417	GO:0006508
55417	GO:0004197
55417	GO:0017111
55417	GO:0000166
55417	GO:0030286
55417	GO:0007018
55417	GO:0003777
55417	GO:0003824
55417	GO:0008567
55422	GO:0006468
55422	GO:0005524
55422	GO:0004674
55467	GO:0006270
55467	GO:0000074
55511	GO:0016020
55511	GO:0008324
55511	GO:0006812
55519	GO:0003676
55534	GO:0016020
55534	GO:0006629
55534	GO:0003824
55534	GO:0003975
55543	GO:0006468
55543	GO:0005524
55543	GO:0004672
55543	GO:0004674
55548	GO:0005634
55550	GO:0030125
55550	GO:0006886
55566	GO:0005507
55566	GO:0008447
55570	GO:0006887
55570	GO:0000145
55575	GO:0005515
55575	GO:0006508
55575	GO:0004252
55575	GO:0016808
55575	GO:0008991
55575	GO:0008243
55575	GO:0008132
55575	GO:0004289
55589	GO:0006396
55589	GO:0003723
55589	GO:0000175
55589	GO:0009022
55595	GO:0016021
55595	GO:0008324
55595	GO:0006812
55597	GO:0008677
55597	GO:0006206
55627	GO:0008654
55627	GO:0004307
55630	GO:0016021
55630	GO:0006810
55630	GO:0005215
55631	GO:0008152
55631	GO:0003824
55631	GO:0004630
55634	GO:0016021
55634	GO:0015904
55634	GO:0015520
55634	GO:0006810
55634	GO:0005215
55636	GO:0016020
55636	GO:0006118
55636	GO:0004129
55636	GO:0042626
55636	GO:0016021
55636	GO:0006810
55636	GO:0005524
55636	GO:0016887
55636	GO:0017111
55636	GO:0000166
55644	GO:0006511
55644	GO:0005839
55644	GO:0004298
55644	GO:0004299
55660	GO:0006355
55660	GO:0006354
55660	GO:0003700
55660	GO:0003677
55660	GO:0006350
55660	GO:0003899
55660	GO:0003902
55660	GO:0003901
55660	GO:0003900
55669	GO:0051336
55669	GO:0016787
55669	GO:0003923
55671	GO:0016491
55671	GO:0008152
55671	GO:0045703
55671	GO:0042469
55671	GO:0018450
55671	GO:0018449
55671	GO:0018448
55671	GO:0018447
55671	GO:0018446
55671	GO:0016614
55671	GO:0008726
55671	GO:0008708
55681	GO:0008124
55706	GO:0007049
55709	GO:0004630
55719	GO:0006468
55719	GO:0005524
55719	GO:0004672
55719	GO:0004674
55719	GO:0008605
55719	GO:0008603
55719	GO:0005956
55719	GO:0005952
55719	GO:0004691
55719	GO:0004682
55723	GO:0016020
55723	GO:0006865
55723	GO:0005279
55723	GO:0006810
55731	GO:0016020
55731	GO:0006812
55731	GO:0005261
55731	GO:0006811
55731	GO:0005216
55747	GO:0042626
55747	GO:0016021
55747	GO:0006810
55747	GO:0005524
55747	GO:0016887
55747	GO:0017111
55747	GO:0000166
55752	GO:0006412
55752	GO:0005761
55752	GO:0003735
55759	GO:0008270
55759	GO:0006355
55759	GO:0005634
55759	GO:0003700
55759	GO:0006350
55759	GO:0003677
55766	GO:0005525
55774	GO:0003824
55774	GO:0007264
55774	GO:0005525
55774	GO:0015031
55782	GO:0046677
55788	GO:0006512
55788	GO:0006464
55788	GO:0004840
55788	GO:0004842
55790	GO:0008033
55790	GO:0004809
55790	GO:0003723
55802	GO:0008496
55803	GO:0005554
55814	GO:0016887
55814	GO:0005524
55814	GO:0017111
55814	GO:0000166
55818	GO:0006508
55818	GO:0004182
55837	GO:0009116
55837	GO:0016740
55837	GO:0006118
55868	GO:0016787
55868	GO:0030357
55868	GO:0017023
55868	GO:0017020
55868	GO:0017018
55868	GO:0015071
55868	GO:0008597
55868	GO:0008420
55868	GO:0005963
55868	GO:0004724
55868	GO:0004723
55868	GO:0004721
55868	GO:0000158
55871	GO:0016491
55871	GO:0008152
55871	GO:0048258
55871	GO:0018453
55871	GO:0018452
55871	GO:0018451
55871	GO:0016616
55871	GO:0016229
55871	GO:0008875
55871	GO:0004495
55871	GO:0004448
55871	GO:0000253
55871	GO:0000252
55891	GO:0003824
55891	GO:0004842
55912	GO:0007049
55912	GO:0005525
55928	GO:0006508
55928	GO:0004197
55928	GO:0006614
55928	GO:0005786
55928	GO:0005525
55928	GO:0003723
55928	GO:0003824
55928	GO:0006207
55928	GO:0004070
55928	GO:0006807
55928	GO:0005524
55928	GO:0004086
55928	GO:0019856
55928	GO:0006526
55928	GO:0005737
55928	GO:0016874
55928	GO:0008152
55928	GO:0016743
55928	GO:0016597
55928	GO:0006520
55928	GO:0009058
55969	GO:0006413
55969	GO:0003743
55969	GO:0003723
55993	GO:0042626
55993	GO:0042625
55993	GO:0042624
55993	GO:0042623
55993	GO:0017116
55993	GO:0016887
55993	GO:0015616
55993	GO:0015462
55993	GO:0008186
55993	GO:0008094
55993	GO:0008026
55993	GO:0004004
55993	GO:0004003
55999	GO:0005975
55999	GO:0004553
55999	GO:0004557
56002	GO:0009396
56002	GO:0004156
56002	GO:0003848
56003	GO:0003676
56074	GO:0005509
56074	GO:0004535
56077	GO:0008270
56077	GO:0006355
56077	GO:0005634
56077	GO:0003700
56081	GO:0008897
56081	GO:0006633
56081	GO:0000287
56093	GO:0016491
56093	GO:0004032
56095	GO:0016020
56095	GO:0006810
56095	GO:0005215
56095	GO:0016021
56115	GO:0005815
56115	GO:0000922
56115	GO:0000226
56118	GO:0000062
56129	GO:0006096
56129	GO:0005524
56129	GO:0004396
56141	GO:0016887
56141	GO:0005524
56149	GO:0006508
56149	GO:0004289
56176	GO:0042626
56176	GO:0016021
56176	GO:0006810
56176	GO:0005524
56176	GO:0016887
56176	GO:0017111
56176	GO:0000166
56214	GO:0008270
56214	GO:0006355
56214	GO:0005634
56214	GO:0003700
56236	GO:0008757
56236	GO:0008168
56236	GO:0003838
56267	GO:0008478
56272	GO:0006118
56272	GO:0004497
56272	GO:0050381
56278	GO:0006355
56278	GO:0003677
56278	GO:0000160
56289	GO:0016021
56289	GO:0006810
56289	GO:0005215
56291	GO:0008757
56314	GO:0016020
56314	GO:0006865
56314	GO:0005279
56314	GO:0006810
56318	GO:0016020
56318	GO:0008320
56318	GO:0006886
56326	GO:0016491
56326	GO:0008270
56326	GO:0003960
56345	GO:0030792
56345	GO:0019702
56345	GO:0018707
56345	GO:0018423
56345	GO:0016436
56345	GO:0016435
56345	GO:0016434
56345	GO:0016433
56345	GO:0016431
56345	GO:0016427
56345	GO:0016426
56345	GO:0016424
56345	GO:0016423
56345	GO:0016300
56345	GO:0016279
56345	GO:0016278
56345	GO:0016274
56345	GO:0016273
56345	GO:0016205
56345	GO:0009383
56345	GO:0009008
56345	GO:0008650
56345	GO:0008649
56345	GO:0008425
56345	GO:0008326
56345	GO:0008276
56345	GO:0008175
56345	GO:0008174
56345	GO:0008173
56345	GO:0008172
56345	GO:0008171
56345	GO:0008170
56345	GO:0008169
56345	GO:0008168
56345	GO:0003880
56345	GO:0000179
56350	GO:0008152
56350	GO:0003824
56350	GO:0004124
56354	GO:0030785
56370	GO:0016491
56370	GO:0008152
56370	GO:0009027
56384	GO:0003676
56396	GO:0017111
56396	GO:0000166
56396	GO:0005524
56408	GO:0006333
56408	GO:0005634
56408	GO:0003682
56408	GO:0000785
56418	GO:0006508
56418	GO:0004197
56421	GO:0016020
56421	GO:0006810
56421	GO:0005488
56421	GO:0005743
56426	GO:0016021
56427	GO:0003824
56427	GO:0016787
56427	GO:0008152
56432	GO:0016491
56432	GO:0006118
56432	GO:0004460
56434	GO:0006457
56434	GO:0042027
56434	GO:0030051
56434	GO:0004600
56434	GO:0003755
56440	GO:0016020
56440	GO:0006812
56440	GO:0005261
56440	GO:0006811
56440	GO:0005216
56448	GO:0016787
56448	GO:0008152
56467	GO:0016020
56467	GO:0006810
56467	GO:0005488
56467	GO:0005743
56467	GO:0005215
56470	GO:0016616
56470	GO:0006564
56470	GO:0008720
56515	GO:0006298
56515	GO:0005524
56515	GO:0003684
56515	GO:0006259
56525	GO:0008473
56572	GO:0016847
56572	GO:0009058
56572	GO:0003824
56572	GO:0016769
56582	GO:0005634
56582	GO:0003676
56587	GO:0008080
56603	GO:0006298
56603	GO:0005524
56603	GO:0003684
56610	GO:0004519
56610	GO:0003676
56625	GO:0008152
56625	GO:0008111
56631	GO:0005975
56631	GO:0004750
56638	GO:0001888
56646	GO:0016491
56646	GO:0006118
56646	GO:0015036
56646	GO:0008131
56682	GO:0005524
56682	GO:0003677
56682	GO:0008026
56682	GO:0004386
56682	GO:0003676
56682	GO:0016567
56682	GO:0008270
56682	GO:0004842
56682	GO:0000151
56682	GO:0042626
56682	GO:0042625
56682	GO:0042624
56682	GO:0042623
56682	GO:0017116
56682	GO:0016887
56682	GO:0015616
56682	GO:0015462
56682	GO:0008186
56682	GO:0008094
56682	GO:0004004
56682	GO:0004003
56684	GO:0003676
56684	GO:0016020
56684	GO:0008643
56684	GO:0005351
56684	GO:0016021
56684	GO:0006810
56684	GO:0005215
56687	GO:0006118
56687	GO:0004497
56687	GO:0050051
56690	GO:0008928
56690	GO:0005976
56690	GO:0016779
56690	GO:0009058
56717	GO:0018346
56717	GO:0008318
56726	GO:0016624
56726	GO:0008152
56726	GO:0017086
56726	GO:0003863
56744	GO:0016021
56772	GO:0008270
56772	GO:0006355
56772	GO:0006352
56772	GO:0005667
